Day,CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude
Sunday,17030345,DISTURBANCE,DISORDERLY CONDUCT,100 SOUTHAMPTON AVE,05/28/2017 12:00:00 AM 04:44,37.896688, -122.27456
Sunday,17036619,ASSAULT/BATTERY MISD.,ASSAULT,CHANNING WAY & SHATTUCK AVE,06/25/2017 12:00:00 AM 02:00,37.865791, -122.26751
Sunday,17091513,THEFT FELONY (OVER $950),LARCENY,1597 SAN PABLO AVE,07/30/2017 12:00:00 AM 16:30,37.875253, -122.294062
Sunday,17091270,BURGLARY AUTO,BURGLARY - VEHICLE,1300 CARLOTTA AVE,07/02/2017 12:00:00 AM 04:25,37.88253, -122.280217
Sunday,17042922,THEFT MISD. (UNDER $950),LARCENY,1900 UNIVERSITY AVE,07/23/2017 12:00:00 AM 09:00,37.871544, -122.272714
Sunday,17013789,2ND RESPONSE,NOISE VIOLATION,2500 REGENT ST,03/12/2017 12:00:00 AM 01:16,37.865202, -122.257795
Sunday,17015400,THEFT FROM AUTO,LARCENY - FROM VEHICLE,ADDISON STREET & SACRAMENTO ST,03/19/2017 12:00:00 AM 00:30,37.869448, -122.281783
Sunday,17047736,THEFT FELONY (OVER $950),LARCENY,1500 FIFTH ST,08/13/2017 12:00:00 AM 12:00,37.87493, -122.301147
Sunday,17031982,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 CARLETON ST,06/04/2017 12:00:00 AM 10:00,37.861604, -122.264366
Sunday,17035149,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,HILLEGASS AVENUE & DERBY ST,06/18/2017 12:00:00 AM 20:20,37.861661, -122.256169
Sunday,17034378,IDENTITY THEFT,FRAUD,2200 VINE ST,06/11/2017 12:00:00 AM 00:00,37.880734, -122.265359
Sunday,17091325,THEFT MISD. (UNDER $950),LARCENY,2100 CALIFORNIA ST,07/02/2017 12:00:00 AM 14:35,37.869524, -122.27965
Sunday,17041372,VANDALISM,VANDALISM,SOLANO AVENUE & COLUSA AVE,07/16/2017 12:00:00 AM 18:09,37.891368, -122.279257
Sunday,17041591,DISTURBANCE,DISORDERLY CONDUCT,1700 MARIN AVE,07/16/2017 12:00:00 AM 00:00,37.889507, -122.28167
Sunday,17047576,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & HEARST AVE,08/13/2017 12:00:00 AM 22:47,37.870417, -122.292485
Sunday,17012442,ASSAULT/BATTERY MISD.,ASSAULT,2500 DURANT AVE,03/05/2017 12:00:00 AM 12:30,37.867852, -122.258699
Sunday,17012511,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2900 M L KING JR WAY,03/05/2017 12:00:00 AM 17:30,Berkeley, CA
Sunday,17041394,DISTURBANCE,DISORDERLY CONDUCT,HAROLD WAY & ALLSTON WAY,07/16/2017 12:00:00 AM 20:02,37.8692, -122.269308
Sunday,17091445,THEFT FELONY (OVER $950),LARCENY,1970 UNIVERSITY AVE,07/23/2017 12:00:00 AM 17:55,37.87172, -122.271371
Sunday,17045856,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & DURANT AVE,08/06/2017 12:00:00 AM 01:22,37.867816, -122.258994
Sunday,17018326,ASSAULT/BATTERY MISD.,ASSAULT,1200 GLEN AVE,04/02/2017 12:00:00 AM 10:40,37.88637, -122.26434
Sunday,17028899,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,,05/21/2017 12:00:00 AM 22:00,37.869058, -122.270455
Sunday,17036658,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,06/25/2017 12:00:00 AM 02:00,37.864826, -122.260719
Sunday,17019070,THEFT FELONY (OVER $950),LARCENY,TELEGRAPH AVENUE & DURANT AVE,03/26/2017 12:00:00 AM 14:00,37.867816, -122.258994
Sunday,17021359,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WAY & DANA ST,04/16/2017 12:00:00 AM 20:50,37.868424, -122.261451
Sunday,17041282,ASSAULT/BATTERY MISD.,ASSAULT,1500 OREGON ST,07/16/2017 12:00:00 AM 05:55,37.856078, -122.279311
Sunday,17021124,THEFT MISD. (UNDER $950),LARCENY,1900 SHATTUCK AVE,04/16/2017 12:00:00 AM 09:00,37.873687, -122.268616
Sunday,17030320,BURGLARY AUTO,BURGLARY - VEHICLE,500 WOODMONT AVE,05/28/2017 12:00:00 AM 01:17,37.904331, -122.269512
Sunday,17024075,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & STUART ST,04/30/2017 12:00:00 AM 02:53,37.858525, -122.266906
Sunday,17045986,BURGLARY AUTO,BURGLARY - VEHICLE,900 CAMELIA ST,08/06/2017 12:00:00 AM 04:00,37.877891, -122.299419
Sunday,17038200,DOMESTIC VIOLENCE,FAMILY OFFENSE,200 UNIVERSITY AVE,07/02/2017 12:00:00 AM 14:22,37.865491, -122.310065
Sunday,17033682,BURGLARY AUTO,BURGLARY - VEHICLE,1400 STANNAGE AVE,06/11/2017 12:00:00 AM 18:00,37.878963, -122.293446
Sunday,17024103,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,04/30/2017 12:00:00 AM 08:54,37.871167, -122.268285
Sunday,17090981,VANDALISM,VANDALISM,900 HEINZ AVE,05/07/2017 12:00:00 AM 05:00,37.853552, -122.291561
Sunday,17045943,VANDALISM,VANDALISM,1600 CARLETON ST,08/06/2017 12:00:00 AM 12:35,37.859889, -122.278167
Sunday,17049073,DISTURBANCE,DISORDERLY CONDUCT,1800 CHANNING WAY,08/20/2017 12:00:00 AM 10:00,37.864872, -122.274587
Sunday,17024344,DOMESTIC VIOLENCE,FAMILY OFFENSE,3000 ADELINE ST,04/30/2017 12:00:00 AM 10:00,37.85488, -122.269079
Sunday,17032000,VANDALISM,VANDALISM,2400 WARRING ST,06/04/2017 12:00:00 AM 19:50,37.867708, -122.250801
Sunday,17091449,VANDALISM,VANDALISM,2200 GRANT ST,07/23/2017 12:00:00 AM 02:00,37.868355, -122.274953
Sunday,17030448,ROBBERY,ROBBERY,1300 SAN PABLO AVE,05/28/2017 12:00:00 AM 17:50,37.880262, -122.295809
Sunday,17015341,ASSAULT/BATTERY MISD.,ASSAULT,UNIVERSITY AVENUE & CALIFORNIA ST,03/19/2017 12:00:00 AM 14:20,37.870627, -122.279765
Sunday,17050828,ASSAULT/BATTERY MISD.,ASSAULT,1400 SHATTUCK AVE,08/27/2017 12:00:00 AM 11:00,37.881957, -122.269551
Sunday,17019770,BRANDISHING,WEAPONS OFFENSE,FOURTH STREET & HARRISON ST,04/09/2017 12:00:00 AM 12:30,37.880718, -122.304145
Sunday,17090904,THEFT MISD. (UNDER $950),LARCENY,2200 OREGON ST,05/07/2017 12:00:00 AM 17:30,37.857993, -122.263965
Sunday,17021242,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 DOHR ST,04/16/2017 12:00:00 AM 23:44,37.854612, -122.281178
Sunday,17090625,VANDALISM,VANDALISM,1200 HEARST AVE,03/26/2017 12:00:00 AM 17:00,37.870911, -122.289684
Sunday,17041430,ROBBERY,ROBBERY,2300 PARKER ST,07/16/2017 12:00:00 AM 22:51,37.862763, -122.262639
Sunday,17015335,NARCOTICS,DRUG VIOLATION,M L KING JR WAY & HEARST AVE,03/19/2017 12:00:00 AM 13:49,Berkeley, CA
Sunday,17090541,THEFT FELONY (OVER $950),LARCENY,2500 HILGARD AVE,03/05/2017 12:00:00 AM 19:50,37.878629, -122.260883
Sunday,17091479,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,07/30/2017 12:00:00 AM 18:00,37.862844, -122.298368
Sunday,17022654,THEFT FROM PERSON,LARCENY,2100 SHATTUCK AVE,04/23/2017 12:00:00 AM 19:00,37.871167, -122.268285
Sunday,17035172,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,06/18/2017 12:00:00 AM 21:15,37.864826, -122.260719
Sunday,17026000,VANDALISM,VANDALISM,1200 HEARST AVE,05/07/2017 12:00:00 AM 23:00,37.870911, -122.289684
Sunday,17034171,MISSING ADULT,MISSING PERSON,1000 UNIVERSITY AVE,06/11/2017 12:00:00 AM 12:00,37.868641, -122.29415
Sunday,17013839,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,03/12/2017 12:00:00 AM 12:15,37.868667, -122.313656
Sunday,17091547,BURGLARY AUTO,BURGLARY - VEHICLE,OXFORD STREET & ALLSTON WAY,08/06/2017 12:00:00 AM 17:30,37.869652, -122.265882
Sunday,17039981,BURGLARY AUTO,BURGLARY - VEHICLE,1400 OLYMPUS AVE,07/09/2017 12:00:00 AM 19:00,37.883202, -122.251978
Sunday,17045916,BURGLARY AUTO,BURGLARY - VEHICLE,KITTREDGE STREET & SHATTUCK AVE,08/06/2017 12:00:00 AM 11:13,37.868512, -122.26781
Sunday,17091109,BURGLARY AUTO,BURGLARY - VEHICLE,2900 STANTON ST,06/11/2017 12:00:00 AM 21:00,37.854747, -122.280361
Sunday,17091659,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,08/20/2017 12:00:00 AM 01:00,37.868714, -122.259189
Sunday,17024205,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & TELEGRAPH AVE,04/30/2017 12:00:00 AM 17:00,37.867816, -122.258994
Sunday,17025728,DISTURBANCE,DISORDERLY CONDUCT,PERALTA AVENUE & GILMAN ST,05/07/2017 12:00:00 AM 03:50,37.880902, -122.287757
Sunday,17030450,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 ASHBY AVE,05/28/2017 12:00:00 AM 10:05,37.853554, -122.276925
Sunday,17042850,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,07/23/2017 12:00:00 AM 12:30,37.872691, -122.270741
Sunday,17041331,THEFT FELONY (OVER $950),LARCENY,1700 UNIVERSITY AVE,07/16/2017 12:00:00 AM 12:00,37.870948, -122.27733
Sunday,17030520,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & BONITA AVE,05/28/2017 12:00:00 AM 23:40,37.871743, -122.271878
Sunday,17047465,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,08/13/2017 12:00:00 AM 11:52,37.871167, -122.268285
Sunday,17041291,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & DWIGHT WAY,07/16/2017 12:00:00 AM 08:04,37.865121, -122.258455
Sunday,17050806,MUNICIPAL CODE,ALL OTHER OFFENSES,MILVIA STREET & ALLSTON WAY,08/27/2017 12:00:00 AM 11:33,37.869057, -122.270463
Sunday,17041258,VANDALISM,VANDALISM,2700 CHANNING WAY,07/16/2017 12:00:00 AM 01:41,37.867491, -122.254054
Sunday,17033513,THEFT MISD. (UNDER $950),LARCENY,1900 SACRAMENTO ST,06/11/2017 12:00:00 AM 06:00,37.871713, -122.282185
Sunday,17090666,BURGLARY AUTO,BURGLARY - VEHICLE,900 PARKER ST,04/02/2017 12:00:00 AM 17:00,37.858455, -122.293374
Sunday,17050803,MUNICIPAL CODE,ALL OTHER OFFENSES,M L KING JR WAY & ALLSTON WAY,08/27/2017 12:00:00 AM 11:10,Berkeley, CA
Sunday,17091611,THEFT MISD. (UNDER $950),LARCENY,2000 SAN PABLO AVE,08/13/2017 12:00:00 AM 17:15,37.868845, -122.29214
Sunday,17013820,VANDALISM,VANDALISM,1600 SHATTUCK AVE,03/12/2017 12:00:00 AM 09:32,37.878112, -122.269114
Sunday,17042867,BURGLARY AUTO,BURGLARY - VEHICLE,2100 BANCROFT WAY,07/23/2017 12:00:00 AM 10:00,37.867601, -122.267718
Sunday,17042854,ROBBERY,ROBBERY,ELLSWORTH STREET & CARLETON ST,07/23/2017 12:00:00 AM 13:15,37.861864, -122.262454
Sunday,17030465,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,05/28/2017 12:00:00 AM 19:15,37.858079, -122.268016
Sunday,17012409,ROBBERY,ROBBERY,2000 FIFTH ST,03/05/2017 12:00:00 AM 07:07,37.867271, -122.298682
Sunday,17091425,BURGLARY AUTO,BURGLARY - VEHICLE,1200 COLUSA AVE,07/23/2017 12:00:00 AM 18:20,37.884071, -122.27931
Sunday,17024048,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & ASHBY AVE,04/30/2017 12:00:00 AM 01:52,37.852137, -122.286732
Sunday,17033639,GUN/WEAPON,WEAPONS OFFENSE,GRAYSON STREET & SEVENTH ST,06/11/2017 12:00:00 AM 23:43,37.855294, -122.292475
Sunday,17091353,VANDALISM,VANDALISM,2200 HASTE ST,07/09/2017 12:00:00 AM 22:00,37.865141, -122.265441
Sunday,17018426,IDENTITY THEFT,FRAUD,CHANNING WAY & EIGHTH ST,04/02/2017 12:00:00 AM 20:49,37.862184, -122.293517
Sunday,17016926,VANDALISM,VANDALISM,2200 SAN PABLO AVE,03/26/2017 12:00:00 AM 17:55,37.866231, -122.291299
Sunday,17044393,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 DURANT AVE,07/30/2017 12:00:00 AM 19:00,37.866969, -122.26553
Sunday,17020280,DOMESTIC VIOLENCE,FAMILY OFFENSE,200 UNIVERSITY AVE,04/09/2017 12:00:00 AM 14:00,37.865491, -122.310065
Sunday,17091489,VANDALISM,VANDALISM,1400 SHATTUCK AVE,07/30/2017 12:00:00 AM 16:00,37.881957, -122.269551
Sunday,17049225,NARCOTICS,DRUG VIOLATION,FIFTH STREET & HEARST AVE,08/20/2017 12:00:00 AM 23:58,37.869084, -122.299245
Sunday,17035018,THEFT MISD. (UNDER $950),LARCENY,2700 CHANNING WAY,06/18/2017 12:00:00 AM 03:12,37.867491, -122.254054
Sunday,17033707,IDENTITY THEFT,FRAUD,2200 CALIFORNIA ST,05/28/2017 12:00:00 AM 12:00,37.867852, -122.279472
Sunday,17090641,VANDALISM,VANDALISM,1700 BUENA AVE,03/26/2017 12:00:00 AM 00:00,37.879167, -122.279479
Sunday,17046415,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 SIXTH ST,08/06/2017 12:00:00 AM 22:00,37.881142, -122.30191
Sunday,17028885,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,05/21/2017 12:00:00 AM 18:00,37.867513, -122.26127
Sunday,17024024,ROBBERY,ROBBERY,ASHBY AVENUE & FULTON ST,04/30/2017 12:00:00 AM 00:10,37.855684, -122.263491
Sunday,17012512,ASSAULT/BATTERY MISD.,ASSAULT,3000 ADELINE ST,03/05/2017 12:00:00 AM 19:25,37.85488, -122.269079
Sunday,17024345,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 HILLEGASS AVE,04/30/2017 12:00:00 AM 22:00,37.863292, -122.256293
Sunday,17024247,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,04/30/2017 12:00:00 AM 22:08,37.858079, -122.268016
Sunday,17025806,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,05/07/2017 12:00:00 AM 15:30,37.88015, -122.297446
Sunday,17091537,VANDALISM,VANDALISM,DURANT AVENUE & SHATTUCK AVE,08/06/2017 12:00:00 AM 12:35,37.8667, -122.267614
Sunday,17091657,THEFT MISD. (UNDER $950),LARCENY,1600 MILVIA ST,08/20/2017 12:00:00 AM 23:30,37.877951, -122.271395
Sunday,17090935,VANDALISM,VANDALISM,2700 WOOLSEY ST,05/07/2017 12:00:00 AM 21:00,37.853921, -122.252422
Sunday,17090667,VANDALISM,VANDALISM,2000 HASTE ST,04/02/2017 12:00:00 AM 22:30,37.86456, -122.269954
Sunday,17030455,ASSAULT/BATTERY FEL.,ASSAULT,2600 CALIFORNIA ST,05/28/2017 12:00:00 AM 18:25,37.860686, -122.278337
Sunday,17047564,THEFT MISD. (UNDER $950),LARCENY,HENRY STREET & CEDAR ST,08/13/2017 12:00:00 AM 14:00,37.878276, -122.270272
Sunday,17027231,ROBBERY,ROBBERY,2400 PROSPECT ST,05/14/2017 12:00:00 AM 01:18,37.867717, -122.249901
Sunday,17044266,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,07/30/2017 12:00:00 AM 08:45,37.881957, -122.269551
Sunday,17019718,NARCOTICS,DRUG VIOLATION,1500 SHATTUCK AVE,04/09/2017 12:00:00 AM 02:08,37.880227, -122.26936
Sunday,17040429,MISSING ADULT,MISSING PERSON,2400 FIFTH ST,07/02/2017 12:00:00 AM 01:00,37.861511, -122.29681
Sunday,17022639,DOMESTIC VIOLENCE,FAMILY OFFENSE,2100 DERBY ST,04/23/2017 12:00:00 AM 17:00,37.860366, -122.266802
Sunday,17021137,NARCOTICS,DRUG VIOLATION,700 GILMAN ST,04/16/2017 12:00:00 AM 10:40,37.878737, -122.304434
Sunday,17021225,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AVE,04/16/2017 12:00:00 AM 21:16,37.873687, -122.268616
Sunday,17090588,THEFT FELONY (OVER $950),LARCENY,600 CRAGMONT AVE,03/19/2017 12:00:00 AM 23:35,37.900641, -122.269181
Sunday,17091010,VANDALISM,VANDALISM,1700 UNIVERSITY AVE,05/28/2017 12:00:00 AM 04:35,37.870948, -122.27733
Sunday,17091439,BURGLARY AUTO,BURGLARY - VEHICLE,1500 ASHBY AVE,07/23/2017 12:00:00 AM 19:55,37.853316, -122.278738
Sunday,17019780,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,04/09/2017 12:00:00 AM 14:25,37.865009, -122.258767
Sunday,17015291,THEFT MISD. (UNDER $950),LARCENY,600 SHATTUCK SQ,03/19/2017 12:00:00 AM 09:26,Berkeley, CA
Sunday,17091136,THEFT FELONY (OVER $950),LARCENY,1 SPINNAKER WAY,06/04/2017 12:00:00 AM 12:00,37.870011, -122.3179
Sunday,17047577,DISTURBANCE,DISORDERLY CONDUCT,1500 SIXTH ST,08/13/2017 12:00:00 AM 21:00,37.875098, -122.299967
Sunday,17036779,ROBBERY,ROBBERY,3000 SHATTUCK AVE,06/25/2017 12:00:00 AM 21:33,37.855026, -122.266475
Sunday,17091177,THEFT MISD. (UNDER $950),LARCENY,2400 PIEDMONT AVE,06/18/2017 12:00:00 AM 14:10,37.867546, -122.251967
Sunday,17022540,NARCOTICS,DRUG VIOLATION,MILVIA STREET & BANCROFT WAY,04/23/2017 12:00:00 AM 01:59,37.867291, -122.270245
Sunday,17042880,BURGLARY AUTO,BURGLARY - VEHICLE,2100 ALLSTON WAY,07/23/2017 12:00:00 AM 13:45,37.86939, -122.267883
Sunday,17038233,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 CHANNING WAY,07/02/2017 12:00:00 AM 13:30,37.867301, -122.255777
Sunday,17047612,FRAUD/FORGERY,FRAUD,1700 OXFORD ST,08/13/2017 12:00:00 AM 12:00,37.876881, -122.266666
Sunday,17090532,BURGLARY AUTO,BURGLARY - VEHICLE,2200 CARLETON ST,03/12/2017 12:00:00 AM 21:00,37.861604, -122.264366
Sunday,17047655,THEFT FELONY (OVER $950),LARCENY,1700 M L KING JR WAY,07/30/2017 12:00:00 AM 12:00,Berkeley, CA
Sunday,17022738,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 SEVENTH ST,04/23/2017 12:00:00 AM 19:00,37.869318, -122.296984
Sunday,17018287,DISTURBANCE,DISORDERLY CONDUCT,NINTH STREET & GILMAN ST,04/02/2017 12:00:00 AM 05:22,37.880021, -122.298091
Sunday,17031872,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 COLLEGE AVE,06/04/2017 12:00:00 AM 03:45,37.865711, -122.25389
Sunday,17016920,ASSAULT/BATTERY FEL.,ASSAULT,TELEGRAPH AVENUE & DURANT AVE,03/26/2017 12:00:00 AM 17:15,37.867816, -122.258994
Sunday,17038495,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 WARRING ST,07/02/2017 12:00:00 AM 20:00,37.869137, -122.250908
Sunday,17036733,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,06/25/2017 12:00:00 AM 17:10,37.871167, -122.268285
Sunday,17028968,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SAN PABLO AVE,05/21/2017 12:00:00 AM 23:00,37.866231, -122.291299
Sunday,17044391,NARCOTICS,DRUG VIOLATION,SACRAMENTO STREET & OREGON ST,07/30/2017 12:00:00 AM 21:59,37.856023, -122.279683
Sunday,17090848,VANDALISM,VANDALISM,1000 CHANNING WAY,04/30/2017 12:00:00 AM 03:15,37.862462, -122.292149
Sunday,17091382,THEFT MISD. (UNDER $950),LARCENY,2500 DERBY ST,07/16/2017 12:00:00 AM 03:00,37.861573, -122.257452
Sunday,17039810,NARCOTICS,DRUG VIOLATION,PAGE STREET & SECOND ST,07/09/2017 12:00:00 AM 19:18,37.875531, -122.304855
Sunday,17049357,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 HEINZ AVE,08/20/2017 12:00:00 AM 14:00,37.853085, -122.293832
Sunday,17036646,ASSAULT/BATTERY MISD.,ASSAULT,2100 CENTER ST,06/25/2017 12:00:00 AM 07:30,37.870308, -122.26805
Sunday,17048814,MISSING ADULT,MISSING PERSON,1000 UNIVERSITY AVE,07/30/2017 12:00:00 AM 08:00,37.868641, -122.29415
Sunday,17019867,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,04/09/2017 12:00:00 AM 22:45,37.871167, -122.268285
Sunday,17016871,THEFT MISD. (UNDER $950),LARCENY,,03/26/2017 12:00:00 AM 13:15,37.869058, -122.270455
Sunday,17048820,FRAUD/FORGERY,FRAUD,1500 ALLSTON WAY,08/13/2017 12:00:00 AM 08:00,37.867513, -122.281165
Sunday,17022656,NARCOTICS,DRUG VIOLATION,DWIGHT WAY & BOWDITCH ST,04/23/2017 12:00:00 AM 19:05,37.86542, -122.25618
Sunday,17047460,DOMESTIC VIOLENCE,FAMILY OFFENSE,800 BOLIVAR DR,08/13/2017 12:00:00 AM 10:15,Berkeley, CA
Sunday,17091558,THEFT MISD. (UNDER $950),LARCENY,2800 CHANNING WAY,08/06/2017 12:00:00 AM 16:00,37.867812, -122.251697
Sunday,17091160,THEFT MISD. (UNDER $950),LARCENY,2000 BERKELEY WAY,05/21/2017 12:00:00 AM 13:50,37.872691, -122.270741
Sunday,17033796,THEFT MISD. (UNDER $950),LARCENY,1400 HENRY ST,06/11/2017 12:00:00 AM 19:00,37.881788, -122.270678
Sunday,17022653,NARCOTICS,DRUG VIOLATION,2200 SHATTUCK AVE,04/23/2017 12:00:00 AM 19:02,37.869363, -122.268028
Sunday,17050894,VANDALISM,VANDALISM,2100 ADDISON ST,08/27/2017 12:00:00 AM 20:40,37.871323, -122.267222
Sunday,17090865,BURGLARY AUTO,BURGLARY - VEHICLE,2450 DURANT AVE,04/23/2017 12:00:00 AM 20:00,37.867668, -122.260109
Sunday,17042933,DISTURBANCE,DISORDERLY CONDUCT,M L KING JR WAY & ADDISON ST,07/23/2017 12:00:00 AM 21:24,Berkeley, CA
Sunday,17090723,IDENTITY THEFT,FRAUD,2200 PARKER ST,04/09/2017 12:00:00 AM 12:10,37.862491, -122.2646
Sunday,17039785,THEFT MISD. (UNDER $950),LARCENY,2400 SACRAMENTO ST,07/09/2017 12:00:00 AM 16:50,37.863839, -122.281391
Sunday,17041426,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AVE,07/16/2017 12:00:00 AM 20:00,37.867176, -122.267802
Sunday,17024147,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,04/30/2017 12:00:00 AM 14:30,37.881957, -122.269551
Sunday,17091498,VANDALISM,VANDALISM,1900 TENTH ST,07/30/2017 12:00:00 AM 18:45,37.870213, -122.293749
Sunday,17021157,FRAUD/FORGERY,FRAUD,2000 FOURTH ST,04/16/2017 12:00:00 AM 09:00,37.867026, -122.299737
Sunday,17042870,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,07/23/2017 12:00:00 AM 14:45,37.858079, -122.268016
Sunday,17013798,BURGLARY AUTO,BURGLARY - VEHICLE,2600 PARKER ST,03/12/2017 12:00:00 AM 03:44,37.863443, -122.256304
Sunday,17019853,NARCOTICS,DRUG VIOLATION,1700 FOURTH ST,04/09/2017 12:00:00 AM 22:05,37.871268, -122.30106
Sunday,17030494,BURGLARY AUTO,BURGLARY - VEHICLE,SPINNAKER WAY & MARINA BLVD,05/28/2017 12:00:00 AM 18:00,37.870562, -122.314503
Sunday,17030506,NARCOTICS,DRUG VIOLATION,BUCHANAN STREET & PIERCE ST,05/28/2017 12:00:00 AM 22:24,37.887498, -122.305304
Sunday,17038166,BURGLARY AUTO,BURGLARY - VEHICLE,700 EUCLID AVE,07/02/2017 12:00:00 AM 10:34,37.898524, -122.267129
Sunday,17048202,THEFT MISD. (UNDER $950),LARCENY,1300 GILMAN ST,07/23/2017 12:00:00 AM 16:30,37.881366, -122.289688
Sunday,17091604,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,08/13/2017 12:00:00 AM 12:00,37.865849, -122.259977
Sunday,17041279,ROBBERY,ROBBERY,1200 UNIVERSITY AVE,07/16/2017 12:00:00 AM 04:00,37.869385, -122.28953
Sunday,17033494,DOMESTIC VIOLENCE,FAMILY OFFENSE,1400 SIXTY-SEVENTH ST,06/11/2017 12:00:00 AM 09:43,37.87783, -122.299723
Sunday,17036731,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 SEVENTH ST,06/25/2017 12:00:00 AM 17:10,37.852822, -122.291677
Sunday,17016866,NARCOTICS,DRUG VIOLATION,CHANNING WAY & PIEDMONT AVE,03/26/2017 12:00:00 AM 12:42,37.86793, -122.251798
Sunday,17017615,THEFT MISD. (UNDER $950),LARCENY,1300 SAN PABLO AVE,03/26/2017 12:00:00 AM 15:00,37.880262, -122.295809
Sunday,17026051,THEFT FROM AUTO,LARCENY - FROM VEHICLE,,05/07/2017 12:00:00 AM 16:00,37.869058, -122.270455
Sunday,17028907,BURGLARY AUTO,BURGLARY - VEHICLE,CARLETON STREET & NINTH ST,05/21/2017 12:00:00 AM 19:15,37.857502, -122.290845
Sunday,17033632,BURGLARY AUTO,BURGLARY - VEHICLE,2400 FULTON ST,06/11/2017 12:00:00 AM 20:00,37.866037, -122.265618
Sunday,17016783,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 SAN PABLO AVE,03/26/2017 12:00:00 AM 00:26,37.864411, -122.290705
Sunday,17042944,THEFT MISD. (UNDER $950),LARCENY,DANA STREET & DWIGHT WAY,07/23/2017 12:00:00 AM 22:14,37.864826, -122.260719
Sunday,17016968,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,03/26/2017 12:00:00 AM 21:50,37.871167, -122.268285
Sunday,17016924,THEFT MISD. (UNDER $950),LARCENY,900 HEINZ AVE,03/26/2017 12:00:00 AM 17:38,37.853552, -122.291561
Sunday,17019813,THEFT FELONY (OVER $950),LARCENY,2100 UNIVERSITY AVE,04/09/2017 12:00:00 AM 14:00,37.872175, -122.267835
Sunday,17025703,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AVENUE & TELEGRAPH AVE,05/07/2017 12:00:00 AM 01:26,37.867816, -122.258994
Sunday,17038206,THEFT MISD. (UNDER $950),LARCENY,2800 SACRAMENTO ST,07/02/2017 12:00:00 AM 13:05,37.856792, -122.279845
Sunday,17091605,THEFT MISD. (UNDER $950),LARCENY,1800 CEDAR ST,08/13/2017 12:00:00 AM 18:30,37.877528, -122.275956
Sunday,17015378,DOMESTIC VIOLENCE,FAMILY OFFENSE,3200 IDAHO ST,03/19/2017 12:00:00 AM 17:33,37.849609, -122.282
